Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-08-13 00:00:00-04:00,230.2195756343437,234.1351043372746,229.58191650034667,232.47125244140625,69878500,0.0,0.0
2025-08-14 00:00:00-04:00,233.19855135713797,234.2546476473393,230.00037411625505,231.9232635498047,51916300,0.0,0.0
2025-08-15 00:00:00-04:00,233.13877413921495,233.41774239633352,228.49592139875156,230.73764038085938,56038700,0.0,0.0
2025-08-18 00:00:00-04:00,230.8472385776313,232.26201052585682,229.26309412883964,230.04022216796875,37476200,0.0,0.0
2025-08-19 00:00:00-04:00,230.4287923573085,232.01293684851592,228.50590285589897,229.71144104003906,39402600,0.0,0.0
2025-08-20 00:00:00-04:00,229.13358225147155,229.6217843388592,224.93908515924198,225.17819213867188,42263900,0.0,0.0
2025-08-21 00:00:00-04:00,225.43723377620466,225.6863136691638,222.95639256938466,224.072265625,30621200,0.0,0.0
2025-08-22 00:00:00-04:00,225.33760837029214,228.2468598588307,224.58041092619504,226.9217529296875,42477800,0.0,0.0
2025-08-25 00:00:00-04:00,225.6464693442017,228.45609804536198,225.3973894325087,226.323974609375,30983100,0.0,0.0
2025-08-26 00:00:00-04:00,226.03502689374838,228.6453946309622,223.86305742355088,228.46604919433594,54575100,0.0,0.0
2025-08-27 00:00:00-04:00,227.7686378094015,230.05020313892598,227.41991984776428,229.6417236328125,31259500,0.0,0.0
2025-08-28 00:00:00-04:00,229.9704999102399,232.55096405412047,228.4959359400532,231.70408630371094,38074700,0.0,0.0
2025-08-29 00:00:00-04:00,231.65426265633033,232.52107103838586,230.51845893056873,231.28562927246094,39418400,0.0,0.0
2025-09-02 00:00:00-04:00,228.4062860305561,230.00040359535532,226.13467838242784,228.8745574951172,44075600,0.0,0.0
2025-09-03 00:00:00-04:00,236.33698891571112,237.9709525201245,233.49747185558658,237.59234619140625,66427800,0.0,0.0
2025-09-04 00:00:00-04:00,237.57241502764154,239.01707546456905,235.86871695735925,238.89752197265625,47549400,0.0,0.0
2025-09-05 00:00:00-04:00,239.1167027112504,240.43185187342493,237.61226559630578,238.80784606933594,54870400,0.0,0.0
2025-09-08 00:00:00-04:00,238.41927329094256,239.2661357937392,235.4701607098454,237.00450134277344,48999500,0.0,0.0
2025-09-09 00:00:00-04:00,236.12775932745953,237.90120710535396,232.5011563745861,233.48751831054688,66313900,0.0,0.0
2025-09-10 00:00:00-04:00,231.33545739080094,231.56460664903227,225.118417424808,225.955322265625,83440800,0.0,0.0
2025-09-11 00:00:00-04:00,226.04500979013486,229.60186307827533,225.81584532196928,229.18341064453125,50208600,0.0,0.0
2025-09-12 00:00:00-04:00,228.37638560886936,233.6469097348115,228.17712472443904,233.2085418701172,55824200,0.0,0.0
2025-09-15 00:00:00-04:00,236.1277410783948,237.31336381412066,234.16499028444412,235.82884216308594,42699500,0.0,0.0
2025-09-16 00:00:00-04:00,236.30708253667353,240.33222235518573,235.45026224943368,237.2735137939453,63421100,0.0,0.0
2025-09-17 00:00:00-04:00,238.09049720761,239.21634322602875,236.85505542454314,238.1104278564453,46508000,0.0,0.0
2025-09-18 00:00:00-04:00,239.0868055705458,240.31227437025743,235.77901734043184,237.00450134277344,44249600,0.0,0.0
2025-09-19 00:00:00-04:00,240.34217704154452,245.3935247988757,239.32594197772087,244.59646606445312,163741300,0.0,0.0
2025-09-22 00:00:00-04:00,247.38614726921998,255.6954638689992,247.20680184487878,255.1374969482422,105517400,0.0,0.0
2025-09-23 00:00:00-04:00,254.93828225227924,256.3929004583055,252.64674396870498,253.4936065673828,60275200,0.0,0.0
2025-09-24 00:00:00-04:00,254.28068708944184,254.7987775332095,250.11606329601622,251.3813934326172,42303700,0.0,0.0
2025-09-25 00:00:00-04:00,252.27807316346954,256.2235051645742,250.78359387864086,255.92459106445312,55202100,0.0,0.0
2025-09-26 00:00:00-04:00,253.16481067495934,256.6519291955366,252.84598111295833,254.51980590820312,46076300,0.0,0.0
2025-09-29 00:00:00-04:00,253.6231329894407,254.06151607705354,252.07883445903423,253.4936065673828,40127700,0.0,0.0
2025-09-30 00:00:00-04:00,253.92202035086734,254.97811672142575,252.17846100632588,253.69287109375,37704300,0.0,0.0
2025-10-01 00:00:00-04:00,254.10134722927504,257.83756097799323,253.9917514638179,254.5098419189453,48713900,0.0,0.0
2025-10-02 00:00:00-04:00,255.63569123318152,257.22980880920034,253.21464169746508,256.1836853027344,42630200,0.0,0.0
2025-10-03 00:00:00-04:00,253.73271197999827,258.2858846694617,253.01536064819075,257.07037353515625,49155600,0.0,0.0
2025-10-06 00:00:00-04:00,257.0404883747525,258.1165305885388,254.1113214696764,255.7452850341797,44664100,0.0,0.0
2025-10-07 00:00:00-04:00,255.86484387966763,256.45266881763376,254.48991791397023,255.53607177734375,31955800,0.0,0.0
2025-10-08 00:00:00-04:00,255.57591915435188,257.5685585594684,255.16742442767125,257.1102600097656,36496900,0.0,0.0
2025-10-09 00:00:00-04:00,256.8611554198282,257.0504585775582,252.2083446799687,253.1050262451172,38322000,0.0,0.0
2025-10-10 00:00:00-04:00,254.00171816056968,255.436420799504,243.10197943699816,244.3673095703125,61999100,0.0,0.0
2025-10-13 00:00:00-04:00,248.46219085423505,248.7710475029622,244.6562426215344,246.74851989746094,38142900,0.0,0.0
2025-10-14 00:00:00-04:00,245.69243161385845,247.9341508249242,243.79941515849077,246.85812377929688,35478000,0.0,0.0
2025-10-15 00:00:00-04:00,248.57177456170203,250.89320098009676,246.55920477705152,248.4223175048828,33893600,0.0,0.0
2025-10-16 00:00:00-04:00,247.33633482463924,248.1234206007849,244.2278226113223,246.53927612304688,39777000,0.0,0.0
2025-10-17 00:00:00-04:00,247.1072067041429,252.4474806979352,246.3599669580113,251.36148071289062,49147000,0.0,0.0
2025-10-20 00:00:00-04:00,254.94822099113512,263.4069798400544,254.68918336894043,261.27484130859375,90483000,0.0,0.0
2025-10-21 00:00:00-04:00,260.9161783410852,264.3136317818121,260.86634411857244,261.8028869628906,46695900,0.0,0.0
2025-10-22 00:00:00-04:00,261.6833338430701,261.882609922878,254.4899051977633,257.4988098144531,45015300,0.0,0.0
2025-10-23 00:00:00-04:00,258.98329410338334,259.66078406832133,257.06040475940137,258.6246032714844,32754900,0.0,0.0
2025-10-24 00:00:00-04:00,260.2287163700197,263.15789839957887,258.22610426270086,261.85272216796875,38253700,0.0,0.0
2025-10-27 00:00:00-04:00,263.90514984178776,268.1295353654346,263.67598537979285,267.8206787109375,44888200,0.0,0.0
